,bitstamp:/USD-BTC,bitstamp:/USD:/free,bitstamp:/USD:/locked,bitstamp:/USD:/total,bitstamp:/BTC:/free,bitstamp:/BTC:/locked,bitstamp:/BTC:/total,bitstamp:/BTC:/worth,net_worth,base_symbol
258,7441.94,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
259,7447.69,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
260,7426.68,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
261,7447.51,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
262,7392.19,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
263,7445.7,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
264,7422.96,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
265,7550.15,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
266,7541.17,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
267,7545.0,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
268,7551.19,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
269,7533.86,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
270,7529.4,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
271,7538.74,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
272,7529.99,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
273,7534.58,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
274,7529.94,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
275,7539.18,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
276,7546.99,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
277,7519.28,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
278,7521.71,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
279,7468.99,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
280,7321.8,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
281,7335.99,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
282,7268.39,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
283,7278.0,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
284,7317.72,10113.86,0.0,10113.86,0.0,0.0,0.0,0.0,10113.86,USD
